data inicial semana,umidmin,umidmed,umidmax,tempmin,tempmed,tempmax,precipitacao total,casos,month
2025-03-30,57.515423385643054,80.53559690917861,96.54570589079728,15.388877967907447,28.72664837269357,25.9003465211533,114.5183611265125,0,Mar
2025-03-23,54.32596655675579,98.346928061488,97.90118521578884,16.877879072918955,27.062484240272475,30.33107360480323,50.84383602189626,0,Mar
2025-03-16,66.3250191143354,88.20030382652234,72.59560832547042,16.273882857906674,27.367347976686567,34.41614436932973,79.9648002209236,0,Mar
2025-03-09,51.77483230712349,96.09692076582836,79.6878844749536,15.942186753505066,22.586765596414487,33.68259659886182,138.85163734813318,0,Mar
2025-03-02,74.53844879477525,65.65237675372653,77.37740019276116,16.893144647856452,28.943579573775214,26.108591812417178,117.70935055855696,0,Mar
2025-02-23,82.75568122822682,66.00191810085396,79.4688783709353,16.79173630482744,28.881242636153814,27.32126050797746,177.08501482346776,0,Feb
2025-02-16,55.902495252605206,86.58935998380315,84.90706893303077,20.14947854738152,23.748163773405988,27.810402233204822,30.85557469725117,0,Feb
2025-02-09,59.87093148760994,99.89917026748464,98.95988257144096,15.04759260527617,27.24092000669162,28.848803401655,186.1491915125333,0,Feb
2025-02-02,63.77193136511036,62.91346894995598,82.94254844698183,23.358952157358637,23.115362066644057,30.948494139631308,93.06332210101654,0,Feb
2025-01-26,52.95327604200578,63.015983566205016,87.87879913193052,22.733235483456472,29.1583267292663,30.425487630252164,79.31243420137018,0,Jan
2025-01-19,64.66595050827483,83.10007571736597,81.75887301088493,17.533459820691096,20.782704311831267,31.57818928495553,1.1012735088159251,0,Jan
2025-01-12,60.55986186557113,98.7570983642658,70.63727798985312,21.426202452388832,26.92127991767668,27.76275431185688,29.81779363596184,0,Jan
2025-01-05,50.64054988836368,86.9391017046866,72.64813463433704,20.26052423232479,22.96009004962947,29.272014238271677,102.8972190983466,0,Jan
2024-12-29,56.48562475155141,91.61120594119868,78.10029925236182,18.47000023824911,24.03533132149149,25.553856801664477,61.91913341718187,0,Dec
2024-12-22,93.42678867178576,97.866556628292,98.27298020501487,21.8364102105748,24.641064591042205,34.04054650254777,141.04903354482167,0,Dec
2024-12-15,80.4030834175709,65.96213689666529,89.75029405965213,17.18192034617227,27.349609507143654,28.21550919310275,90.94125057521524,0,Dec
2024-12-08,83.005732961641,89.50541732102485,93.66007973501002,20.162951457975183,26.000443125992614,27.78424268773786,149.4792193223284,0,Dec
2024-12-01,86.07473632445749,98.89914252678628,78.96492416537586,22.88702636649129,21.975332690694657,27.05022271287132,174.7891486046143,0,Dec
2024-11-24,57.99407664576227,77.07929594095305,71.68270666100699,21.090335954949367,21.92178696177728,30.897713618271524,79.24962254853938,0,Nov
2024-11-17,65.62304569735831,68.95148538026609,73.88013003877889,16.971758632754817,29.8431309992277,34.28687884596958,77.96891047032537,0,Nov
2024-11-10,68.75767973840853,88.06061539209679,78.07330016180077,18.98880870556895,25.34751058932652,34.15055673924413,47.56788914266777,0,Nov
2024-11-03,78.001939662484,96.3197324871528,85.99599613830553,19.151817285322743,21.60909446114342,29.74228665086855,84.74187339602166,0,Nov
2024-10-27,72.56374244778785,73.30195709747721,74.14790805703721,18.43950141879385,27.54692176478201,26.62266706009912,197.2185964860608,0,Oct
2024-10-20,60.582121392901385,68.32627406050392,83.91956883956367,19.498411884478067,27.82730277108002,30.339616976517192,89.21954839358928,0,Oct
2024-10-13,54.8129513394023,72.89672803054485,75.01324766476338,21.70462409972349,23.87853615715737,28.509165100135174,144.97079275161295,0,Oct
2024-10-06,88.6339892582602,85.35748291555299,75.30199970408451,19.558639009455053,23.42404088795032,34.25712745790331,46.19491572083008,0,Oct
2024-09-29,76.80216716111782,77.36728355796791,98.72890402050211,15.982452361301036,27.141682923624003,34.985686927305906,35.367618958501225,0,Sep
2024-09-22,81.02403989729171,80.72363798653231,89.34415841855629,18.001718079814857,26.0946457329566,33.03426616478058,192.06666084335484,0,Sep
2024-09-15,84.47868232135886,64.12017723584657,90.6046270634819,23.159626151604435,29.98049082087364,29.87779441435361,189.45594073210037,0,Sep
2024-09-08,98.58667099502956,87.53069892309793,90.94872180347431,24.66810381190846,24.3248675671712,27.51856994611503,147.1771090905768,0,Sep
2024-09-01,86.76055687173974,95.1913422894636,81.20234595458003,17.284118053513332,20.846663918195052,29.5756248813196,2.439642751339477,0,Sep
2024-08-25,61.632292080762696,90.03877694282619,82.82877089200917,15.175019810771245,21.707885887887624,26.955369536695947,90.3544863774781,0,Aug
2024-08-18,50.09057336899119,60.29723687127681,71.98976419291475,24.043408156325988,26.201325912947784,25.916498259764086,55.35993086752167,0,Aug
2024-08-11,98.89008577241133,73.25775678816592,78.59603009095147,19.35632626545344,25.701374914789803,29.49090673391057,121.10132104626403,0,Aug
2024-08-04,63.147358048010574,85.26801459541494,91.31922094870862,17.11766556824204,28.095825825421077,25.74019428686051,3.5902349285982904,0,Aug
2024-07-28,82.50896798950572,81.1064630839661,76.91099497916268,20.65461551247097,22.34113085502211,31.228178291016903,40.151813182333896,0,Jul
2024-07-21,96.69711826412946,91.267422373608,92.67445164448456,23.41946694728405,25.378042209660247,34.31448300817099,115.3397898882032,0,Jul
2024-07-14,97.6381381110755,70.6516229313336,81.97234236520055,17.549869399624253,20.191880991985236,28.13558297734413,0.8461352622126661,0,Jul
2024-07-07,86.38333222195855,79.28788972587378,76.11529385735483,18.5301480926828,24.59066552886178,31.07583256990749,77.80639297431627,0,Jul
2024-06-30,74.54585518962824,66.86217970291625,81.30505733355167,22.99840661442827,24.770296255298128,26.05648707974219,152.7444431472259,0,Jun
2024-06-23,92.57865774188114,66.62070896816068,70.18218922343846,18.4219646023106,23.237297760482303,32.1894705804994,29.53008719104011,0,Jun
2024-06-16,77.99156763662803,89.96579645126562,91.31670689549496,21.196175142386068,23.90929913127228,30.811792514535203,96.46817981154908,0,Jun
2024-06-09,53.7009702642936,80.20489597009478,92.76301890255924,19.16570007466417,29.11878786438824,27.950166963967103,135.78316079741415,0,Jun
2024-06-02,53.12969517804685,93.96726501984668,77.1346062406411,18.44537797222869,22.999817696524868,33.97301503162961,40.50940300113932,0,Jun
2024-05-26,92.60333401025588,93.78020701963474,81.40665646754695,22.273402311040496,29.22314275379824,34.90131461713372,149.9610903099969,0,May
2024-05-19,89.29762529151594,66.57985883792257,99.35683747678056,20.68553759347306,21.48784711824853,33.52677848729896,83.90167528692392,0,May
2024-05-12,66.66234871429828,87.34018947979193,78.37111841469358,22.814066386883773,26.722245472342312,31.506535349388862,117.05276556891026,0,May
2024-05-05,58.64917630549616,95.61547747690584,93.26248989344532,20.311007901352085,22.87879630862318,30.270659675527032,118.16518627664384,0,May
2024-04-28,82.60898028799292,78.48667550654363,91.90219662614572,21.23064959365501,21.904281989580245,26.43395749314784,135.97663524958728,0,Apr
2024-04-21,90.7366940820801,99.3222934586036,98.7680366217347,15.089110353693725,21.731135276602597,27.592745391868156,7.397133284354185,0,Apr
2024-04-14,59.09437885912765,62.0445278514333,75.59463051295779,20.989187284980986,24.078176845424267,34.3286777130745,112.6111870538637,0,Apr
2024-04-07,89.4660401530493,75.68941722405722,86.06218628947389,20.315205742520572,25.14912404668436,27.226719218177166,102.11805035400803,0,Apr
2024-03-31,79.57028580804429,66.92023725702785,85.94254957266865,18.221042764699828,23.64462418873042,26.964443782643148,9.753137087915032,0,Mar
2024-03-24,60.76386475746221,61.72024346649809,99.67874042433392,16.458180615792074,24.51138838360942,27.45784301728324,159.91850755163048,0,Mar
2024-03-17,79.7800563688072,76.34575842908184,97.3347516809726,21.800371538126463,21.421206924309622,32.16289037692008,158.54554302875243,0,Mar
2024-03-10,89.75421530598868,88.70365115237183,70.5673742360898,19.33170641016929,20.04558206607771,33.65917085484131,43.049642619156295,0,Mar
2024-03-03,83.2493895799197,84.71055887732629,87.57950573356212,18.844260323433893,26.82968022585056,28.372004646667197,117.34632656803406,0,Mar
2024-02-25,83.45362112838049,61.71738979281342,84.94079669416195,23.67252828439049,28.605426659373627,26.12303742116908,189.9567765082827,0,Feb
2024-02-18,79.85371016763612,67.44408174252676,71.54598848555487,18.70279931836474,23.65767203291646,31.556288072769423,95.80719921729002,0,Feb
2024-02-11,86.8712233606887,90.15374369523902,81.75498094486194,22.250355163377385,27.56973249283099,32.44119319063081,69.98399032161502,0,Feb
2024-02-04,91.197698413736,84.42373709841415,83.75295382373328,22.973612000475136,28.46378727256571,28.91268309177024,82.33962572625306,0,Feb
2024-01-28,89.8564020319621,64.00199131915542,84.6669750870339,18.951502245077847,29.14650833051284,30.058528687720045,181.93835137626127,0,Jan
2024-01-21,73.01597290926804,99.67844526252324,82.09264962393695,19.81850906400904,22.269506730588382,27.241800252185413,61.86246753874636,0,Jan
2024-01-14,95.31020405072807,85.93702621295434,85.82220523229196,23.264637781655395,24.708136516500367,34.502668353468835,76.21119325653349,0,Jan
2024-01-07,96.75476748027774,81.9996222285528,85.36628238377203,18.419899490888344,28.642891292957607,31.05975865428297,136.7350235692782,0,Jan
2023-12-31,86.13338634729395,83.37784622820216,75.75139882560903,21.173123615581552,24.88791226181837,26.936523599299846,195.9060439461564,0,Dec
2023-12-24,88.50641461446989,81.87809663580622,76.2613215627164,20.839705503649192,20.79549976874285,26.807735938986387,98.04215378920516,0,Dec
2023-12-17,83.13888180403409,71.2424423664323,70.32846536732902,24.809950196688035,29.449690830554434,28.49960641961285,140.04901297345302,0,Dec
2023-12-10,95.714148305685,95.87299009885658,71.01950448382023,17.285593197645383,27.432328227908947,28.732088022450675,119.32859248479414,0,Dec
2023-12-03,86.59409670496049,75.27720997237643,87.08709787114404,24.706408094734044,20.6212262112551,33.889602444556246,190.6538174946988,0,Dec
2023-11-26,66.78909094907958,85.2212472385901,98.78673448898395,24.43926255818063,24.1383323789041,34.71210053556093,101.58586461833067,0,Nov
2023-11-19,91.24969110589689,62.388257651813845,94.8417500057328,19.202657017664496,29.990638634543476,34.91408073745171,108.55350106489506,0,Nov
2023-11-12,92.98364485659164,81.95454911223055,97.64638454437134,18.102677218950337,26.59527568310551,26.191784605700235,72.83727821328385,0,Nov
2023-11-05,81.7343074682831,99.76012361037954,72.8403365074673,16.183310657843197,28.79813649582247,34.272617293150056,1.9444343098236505,0,Nov
2023-10-29,58.41386250276527,63.8772078730155,78.46487521782404,17.339927770674976,26.032476546440357,29.407367852591275,154.51791017488551,0,Oct
2023-10-22,86.33241517155763,85.51253084257493,70.50203141145538,22.16154535311913,26.15447092891353,29.01525999718355,158.6132636701817,0,Oct
2023-10-15,88.50687534969049,89.26411491074869,94.89978481759512,22.86025619728276,23.69090440584001,27.11212013618262,33.61931057533825,0,Oct
2023-10-08,74.75267597280637,84.2479075611007,93.99625590072944,18.1148385809587,20.367403311057345,28.706282279753804,152.86259897873532,0,Oct
2023-10-01,85.63127334055218,99.78691439696686,95.57368406083518,20.907003312424955,23.8450029212763,30.35268093808992,50.29217092157619,0,Oct
2023-09-24,69.31276913330598,98.5020445343796,77.6865685400514,23.853627403690112,21.4247662838913,25.879109693876337,42.61704981430485,0,Sep
2023-09-17,84.72670574561965,66.99340822531664,74.24681365634355,17.906849561332844,21.320497153726333,28.384846406549915,48.68633651102914,0,Sep
2023-09-10,79.41084531786451,63.82727762331642,89.54328733021084,21.16514832856972,21.242413673706785,32.7985524678354,129.35100879554523,0,Sep
2023-09-03,98.54285779881124,60.350211974542994,95.05713563281978,15.233860850116908,26.029240693557394,32.45323208246738,168.4171425254859,0,Sep
2023-08-27,54.22889910268044,66.78530178655421,70.60312799565604,15.509140254492234,29.993387488936683,34.11472934668932,183.75253583959727,0,Aug
2023-08-20,63.32163622198247,95.61015909682976,81.571436082757,16.99978715571131,20.18761524911608,27.95026096968365,56.69994657506041,0,Aug
2023-08-13,86.65807592505581,99.67447833385609,86.04160598887202,17.381402022121893,28.256775908473333,29.74364877937247,121.8232417209062,0,Aug
2023-08-06,53.41813427166493,80.98556024493502,90.8931759987993,18.471220972543684,24.517576916732736,26.525552071170097,49.23577682700038,0,Aug
2023-07-30,66.93047681850005,74.0631428176643,77.7010481413656,15.72467019121518,26.70368110615256,31.625992523928755,92.96850362318712,0,Jul
2023-07-23,89.10893575830687,68.71969687449284,91.62982126599748,17.216706807221254,20.77897949014908,26.129459018158464,16.633958863498698,0,Jul
2023-07-16,80.98622069817552,67.21196257668073,90.73218439033325,22.816842708447997,20.697030460050414,33.91439180098501,191.37568926288145,0,Jul
2023-07-09,88.95742771827989,63.077592079143415,78.06526174423637,24.12214901934099,20.35558625727314,26.673560791387843,199.5643616226797,0,Jul
